Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2717,New South Wales,Westfield Chatswood,-33.79694,151.18417,La Latina,-33.79554,151.18489,Latin American Restaurant
2718,New South Wales,Westfield Chatswood,-33.79694,151.18417,Nando's,-33.793466283412116,151.192319005971,Portuguese Restaurant
2719,New South Wales,Westfield Chatswood,-33.79694,151.18417,Sushi Kaido,-33.79636901988404,151.18338121202132,Asian Restaurant
2720,New South Wales,Westfield Chatswood,-33.79694,151.18417,Master Bowl Chinese Restaurant,-33.789552234167694,151.18169416831876,Asian Restaurant
2721,New South Wales,Westfield Chatswood,-33.79694,151.18417,East And West Gourmet,-33.79805154184166,151.18257920466246,Food Court
2722,New South Wales,Westfield Chatswood,-33.79694,151.18417,Persian Carpet Gallery,-33.804559,151.179444,Carpet Store
2723,New South Wales,Westfield Chatswood,-33.79694,151.18417,InSeason,-33.793584190448925,151.19188004524602,Deli / Bodega
2724,New South Wales,Westfield Chatswood,-33.79694,151.18417,Sweet Delight Bakery,-33.79436,151.18962,Bakery
2725,New South Wales,Westfield Chatswood,-33.79694,151.18417,Chicken & Sons,-33.79454,151.18961,BBQ Joint
2726,New South Wales,Westfield Chatswood,-33.79694,151.18417,Tanoonmai,-33.79660704459571,151.18419240724356,Asian Restaurant
2727,New South Wales,Westfield Chatswood,-33.79694,151.18417,Yang's Chef Asian Restaurant,-33.79538,151.18724,Asian Restaurant
2728,New South Wales,Westfield Chatswood,-33.79694,151.18417,Pattison's Patisserie,-33.79399877154813,151.18686561054523,Bakery
2730,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Kmart,-33.944808518179045,151.22460329703748,Department Store
2731,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Coles,-33.944716937348254,151.22361649388623,Food & Drink Shop
2732,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Starbucks,-33.944884,151.224205,Coffee Shop
2733,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Big W,-33.944676544633424,151.22352196679384,Department Store
2734,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,HOYTS,-33.944796015041895,151.2234566131317,Movie Theater
2736,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Woolworths,-33.9448056954295,151.22496946064646,Food & Drink Shop
2737,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Food Court,-33.94470990760607,151.2234146866317,Food Court
2738,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Cafe Doma,-33.94505808704326,151.22580256654044,Café
2739,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Bondi Pizza,-33.94481,151.22426,Pizza Place
2740,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Coco Cafe,-33.94505958325192,151.2255900962661,Café
2742,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Myer,-33.94482929582707,151.22582942880382,Department Store
2743,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Chocolateria San Churro,-33.94479401321747,151.22263383768734,Dessert Shop
2744,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Eastgardens Bus Stop (Downstairs),-33.945238854101696,151.2265411236972,Bus Station
2745,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Target,-33.94488798732571,151.22452026970694,Big Box Store
2746,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Ribs & Burgers,-33.94469279315819,151.22265912152784,Burger Joint
2747,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Subway,-33.94472589583554,151.22352637822902,Sandwich Place
2748,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Bourke Street Bakery,-33.94708840196902,151.21416130745874,Bakery
2749,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Woolworths,-33.95143080199046,151.23037318053787,Food & Drink Shop
2750,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,JB Hi-Fi,-33.944768507451734,151.22355721565273,Electronics Store
2751,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Sushi07,-33.94520137980689,151.2262890222724,Asian Restaurant
2752,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Tongli Supermarket,-33.94299058573087,151.22353776264686,Food & Drink Shop
2753,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Panivore,-33.94257,151.21565,Café
2754,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Kellogg's Australia,-33.942321928343915,151.21718092985483,Office
2755,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Lang Suan,-33.94478971862852,151.22270344962482,Asian Restaurant
2756,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Boost Juice,-33.94470385018151,151.22348934460842,Juice Bar
2757,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Oporto,-33.944884,151.223456,Fast Food Restaurant
2758,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,KFC,-33.944642755958476,151.2233623392307,Fast Food Restaurant
2759,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Specsavers,-33.94416765241834,151.226685585508,Optical Shop
2760,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Ninetytwo Espresso,-33.94466607909503,151.2235352230557,Coffee Shop
2761,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Pagewood Rex Hotel,-33.939839683848646,151.22944379824526,Bar
2762,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,ME Coffee Merchants,-33.941483,151.224594,Coffee Shop
2763,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Fu Lin Chinese Restaurant,-33.94019756326609,151.22963241689516,Asian Restaurant
2764,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Zucca Cafe,-33.944972,151.225683,Café
2765,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Lellos Gelato,-33.944766,151.223574,Dessert Shop
2766,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,The Coffee Club,-33.94474987728761,151.22354609015244,Coffee Shop
2767,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Noodle & Dumpling Canteen,-33.944754709522826,151.22314500070286,Dumpling Restaurant
2768,New South Wales,Westfield Eastgardens,-33.944720000000004,151.22444,Garlo's Pies,-33.944732,151.223522,Café
2770,New South Wales,Westfield Hornsby,-33.70417,151.10083,Coles,-33.703218222971316,151.10100719137878,Food & Drink Shop
2771,New South Wales,Westfield Hornsby,-33.70417,151.10083,Fitness First,-33.703666334726364,151.10299917803383,Athletics & Sports
2772,New South Wales,Westfield Hornsby,-33.70417,151.10083,Target,-33.70525,151.10095,Big Box Store
2773,New South Wales,Westfield Hornsby,-33.70417,151.10083,Anytime Fitness,-33.702674377608076,151.09715420159796,Athletics & Sports
2774,New South Wales,Westfield Hornsby,-33.70417,151.10083,eVent Cinemas,-33.70387008064056,151.1008401448874,Movie Theater
2775,New South Wales,Westfield Hornsby,-33.70417,151.10083,McDonald's,-33.70901043166712,151.10096670190634,Fast Food Restaurant
2776,New South Wales,Westfield Hornsby,-33.70417,151.10083,JB Hi-Fi,-33.705192281674165,151.0997741712209,Electronics Store
2777,New South Wales,Westfield Hornsby,-33.70417,151.10083,Hornsby RSL,-33.70455,151.09662,General Entertainment
2778,New South Wales,Westfield Hornsby,-33.70417,151.10083,Apple Hornsby,-33.7049528,151.1000742,Electronics Store
2780,New South Wales,Westfield Hornsby,-33.70417,151.10083,Pattison's Patisserie,-33.70465569449137,151.1000267843434,Bakery
2781,New South Wales,Westfield Hornsby,-33.70417,151.10083,Blu Water Grill,-33.70399874941218,151.10059500390244,Café
2782,New South Wales,Westfield Hornsby,-33.70417,151.10083,Blue Gum Hotel,-33.7109083870432,151.10301642341247,Bar
2783,New South Wales,Westfield Hornsby,-33.70417,151.10083,Pho Ngon,-33.70385959062292,151.09952326528645,Asian Restaurant
2784,New South Wales,Westfield Hornsby,-33.70417,151.10083,Kang Nam BBQ,-33.703236,151.1002,Asian Restaurant
2785,New South Wales,Westfield Hornsby,-33.70417,151.10083,Oliver Brown,-33.70389204014453,151.09978057439926,Café
2786,New South Wales,Westfield Hornsby,-33.70417,151.10083,Asquith Leagues Club,-33.709751498995345,151.10476686477355,Bar
2787,New South Wales,Westfield Hornsby,-33.70417,151.10083,Hornsby Aquatic Centre,-33.70165695151356,151.0963090322806,Pool
2788,New South Wales,Westfield Hornsby,-33.70417,151.10083,Sourdough Bakery,-33.70394412766142,151.10067716811633,Bakery
2789,New South Wales,Westfield Hornsby,-33.70417,151.10083,Absolute Thai,-33.70376846584561,151.09716441922967,Asian Restaurant
2790,New South Wales,Westfield Hornsby,-33.70417,151.10083,Jaam e Jam,-33.70663,151.09854,Middle Eastern Restaurant
2791,New South Wales,Westfield Hornsby,-33.70417,151.10083,Shingle Inn,-33.70419213508592,151.10031104081418,Café
2792,New South Wales,Westfield Hornsby,-33.70417,151.10083,Sultan Turkish Pide & Kebab House,-33.71049,151.10226,Turkish Restaurant
2793,New South Wales,Westfield Hornsby,-33.70417,151.10083,Millenium Health Club,-33.70940430356893,151.10421667123683,Athletics & Sports
2794,New South Wales,Westfield Hornsby,-33.70417,151.10083,Jimini's,-33.70513790416134,151.10009681409431,Café
2795,New South Wales,Westfield Hornsby,-33.70417,151.10083,T2,-33.704008684184295,151.1004738637712,Tea Room
2796,New South Wales,Westfield Hornsby,-33.70417,151.10083,Bee's Knees Vintage Cafe,-33.70233,151.09752,Café
2797,New South Wales,Westfield Hornsby,-33.70417,151.10083,Cafe Florence,-33.70393259496889,151.10002180408839,Café
2798,New South Wales,Westfield Hornsby,-33.70417,151.10083,Tokyo Ramen (東京ラーメン) (Tokyo Ramen),-33.703717018816725,151.1012918477056,Asian Restaurant
2799,New South Wales,Westfield Hornsby,-33.70417,151.10083,Subway,-33.70368157468866,151.1006567894748,Sandwich Place
2800,New South Wales,Westfield Hornsby,-33.70417,151.10083,AMF Bowling,-33.699772489973704,151.10025312198727,Bowling Alley
2801,New South Wales,Westfield Hornsby,-33.70417,151.10083,Boost Juice,-33.70384244221742,151.10088768234192,Juice Bar
2802,New South Wales,Westfield Hornsby,-33.70417,151.10083,Dosa House,-33.71012,151.10268,Indian Restaurant
2803,New South Wales,Westfield Hornsby,-33.70417,151.10083,Chef's Noodle,-33.70316,151.09732,Asian Restaurant
2804,New South Wales,Westfield Hornsby,-33.70417,151.10083,Balmoral Street Medical Centre,-33.70276,151.11046,Medical Center
2805,New South Wales,Westfield Hornsby,-33.70417,151.10083,Waitara Kitchen,-33.706775919639256,151.1101669028008,Asian Restaurant
2806,New South Wales,Westfield Hornsby,-33.70417,151.10083,McDonald's,-33.70335017580945,151.10083204133878,Fast Food Restaurant
2807,New South Wales,Westfield Hornsby,-33.70417,151.10083,Infuzions,-33.70332220122745,151.10069629210545,Asian Restaurant
2808,New South Wales,Westfield Hornsby,-33.70417,151.10083,Oki Oki,-33.70212178364197,151.09756255444196,Asian Restaurant
2809,New South Wales,Westfield Hornsby,-33.70417,151.10083,ThaiRiffic,-33.7069405632766,151.1099507546792,Asian Restaurant
2810,New South Wales,Westfield Hornsby,-33.70417,151.10083,KFC,-33.70344125076135,151.10079317488317,Fast Food Restaurant
2811,New South Wales,Westfield Hornsby,-33.70417,151.10083,Taste Of Texas,-33.71031155326916,151.102635161768,BBQ Joint
2812,New South Wales,Westfield Hornsby,-33.70417,151.10083,Biwon BBQ,-33.70272501533664,151.09745448906958,Asian Restaurant
2813,New South Wales,Westfield Hornsby,-33.70417,151.10083,Jim's Cellars,-33.70675929513389,151.10987680933783,Food & Drink Shop
2814,New South Wales,Westfield Hornsby,-33.70417,151.10083,Tandoori & Curry Club,-33.703094,151.09726,Indian Restaurant
2815,New South Wales,Westfield Hornsby,-33.70417,151.10083,The Refinery Espresso,-33.70211118494047,151.09753130338925,Café
2816,New South Wales,Westfield Hornsby,-33.70417,151.10083,Event Cinemas Vmax 4,-33.70303306102833,151.10075336049175,Movie Theater
2817,New South Wales,Westfield Hornsby,-33.70417,151.10083,SteamTank Coffee Hornsby,-33.703609305340834,151.09855830933688,Coffee Shop
2818,New South Wales,Westfield Hornsby,-33.70417,151.10083,Olive Bar & Grill,-33.70391345933883,151.09992489192308,Café
2819,New South Wales,Westfield Hornsby,-33.70417,151.10083,Berkelouw Books,-33.704051413688546,151.1006174549048,Café
2820,New South Wales,Westfield Hornsby,-33.70417,151.10083,Tim's BBQ Kitchen,-33.70388,151.0996,Asian Restaurant
2821,New South Wales,Westfield Hornsby,-33.70417,151.10083,Hungry Jack's,-33.70356598863592,151.10091830589386,Fast Food Restaurant
2822,New South Wales,Westfield Hornsby,-33.70417,151.10083,Shores Restaurant,-33.703426,151.10136,Italian Restaurant
2823,New South Wales,Westfield Hornsby,-33.70417,151.10083,Bunker Bean,-33.70290847628879,151.09841091516012,Café
2824,New South Wales,Westfield Hornsby,-33.70417,151.10083,Oporto,-33.703570514753125,151.1008155629286,Fried Chicken Joint
2826,New South Wales,Westfield Hurstville,-33.96611,151.105,Coles,-33.96727240779685,151.1023991108406,Food & Drink Shop
2827,New South Wales,Westfield Hurstville,-33.96611,151.105,Coles,-33.966410753613246,151.10511318559296,Food & Drink Shop
2828,New South Wales,Westfield Hurstville,-33.96611,151.105,Allawah Station,-33.96960535296293,151.11446148667068,Train Station
2829,New South Wales,Westfield Hurstville,-33.96611,151.105,Kmart,-33.965869230492174,151.1054272900093,Department Store
2830,New South Wales,Westfield Hurstville,-33.96611,151.105,Woolworths,-33.965952062933304,151.10546994691924,Food & Drink Shop
2831,New South Wales,Westfield Hurstville,-33.96611,151.105,eVent Cinemas,-33.965812973598105,151.1054345716337,Movie Theater
2832,New South Wales,Westfield Hurstville,-33.96611,151.105,Aldi,-33.96590236242003,151.10547156587674,Food & Drink Shop
2833,New South Wales,Westfield Hurstville,-33.96611,151.105,Dan Murphy's,-33.96518289915757,151.1056879848222,Food & Drink Shop
2834,New South Wales,Westfield Hurstville,-33.96611,151.105,Ozeki Sushi and Hot Pot,-33.966161708607025,151.1036684065016,Asian Restaurant
2835,New South Wales,Westfield Hurstville,-33.96611,151.105,Club Central,-33.96613538637749,151.10348873624153,Bar
2836,New South Wales,Westfield Hurstville,-33.96611,151.105,Cho Express (禚家),-33.96738732759592,151.102691130343,Asian Restaurant
2837,New South Wales,Westfield Hurstville,-33.96611,151.105,Starbucks,-33.96598,151.10582,Coffee Shop
2838,New South Wales,Westfield Hurstville,-33.96611,151.105,McDonald's,-33.967124763962524,151.102708292593,Fast Food Restaurant
2839,New South Wales,Westfield Hurstville,-33.96611,151.105,Golden Sands Restaurant,-33.96757319999051,151.1073328140971,Asian Restaurant
2840,New South Wales,Westfield Hurstville,-33.96611,151.105,85°C Bakery Café,-33.9675095715435,151.10406253032414,Bakery
2841,New South Wales,Westfield Hurstville,-33.96611,151.105,Boost Juice,-33.96587203581359,151.10499571861868,Juice Bar
2842,New South Wales,Westfield Hurstville,-33.96611,151.105,Nara Lounge,-33.96527,151.09895,Middle Eastern Restaurant
2843,New South Wales,Westfield Hurstville,-33.96611,151.105,Sunny Harbour Seafood,-33.96590262238162,151.1024177253732,Asian Restaurant
2844,New South Wales,Westfield Hurstville,-33.96611,151.105,Miss Saigon,-33.96762598722288,151.1043343136502,Asian Restaurant
2845,New South Wales,Westfield Hurstville,-33.96611,151.105,18 Gram Espresso Coffee Project,-33.96687087190178,151.10233144014038,Café
2846,New South Wales,Westfield Hurstville,-33.96611,151.105,Allawah Hotel,-33.97000054549864,151.1141392420896,Bar
2847,New South Wales,Westfield Hurstville,-33.96611,151.105,Canton Noodle House,-33.96714448419305,151.10518388273002,Asian Restaurant
2848,New South Wales,Westfield Hurstville,-33.96611,151.105,Hurstville Chinese Restaurant,-33.96724418765315,151.1062688169214,Asian Restaurant
2849,New South Wales,Westfield Hurstville,-33.96611,151.105,Anytime Fitness,-33.96714161098995,151.10936784775808,Athletics & Sports
2850,New South Wales,Westfield Hurstville,-33.96611,151.105,KFC,-33.96414524973308,151.1118795396499,Fast Food Restaurant
2851,New South Wales,Westfield Hurstville,-33.96611,151.105,Manmaruya,-33.9678416608465,151.10243499185384,Asian Restaurant
2852,New South Wales,Westfield Hurstville,-33.96611,151.105,The Shed,-33.96700077291354,151.10473484991334,Café
2853,New South Wales,Westfield Hurstville,-33.96611,151.105,Meridian Bistro | 越南阁,-33.96762172078142,151.10479369970162,Asian Restaurant
2854,New South Wales,Westfield Hurstville,-33.96611,151.105,Taste of Shanghai,-33.967389621928056,151.1053581997111,Dumpling Restaurant
2855,New South Wales,Westfield Hurstville,-33.96611,151.105,KFC,-33.965756341118926,151.10541740115366,Fast Food Restaurant
2856,New South Wales,Westfield Hurstville,-33.96611,151.105,Hurstville Oval,-33.96065284972643,151.09884228165024,Stadium
2857,New South Wales,Westfield Hurstville,-33.96611,151.105,Subway,-33.96655157960092,151.1040097475052,Sandwich Place
2858,New South Wales,Westfield Hurstville,-33.96611,151.105,The Coffee Club,-33.96671805089514,151.10473728761255,Coffee Shop
2859,New South Wales,Westfield Hurstville,-33.96611,151.105,King's Hot Bread,-33.96760637436664,151.10424322301358,Bakery
2860,New South Wales,Westfield Hurstville,-33.96611,151.105,Donut King,-33.965747,151.105384,Donut Shop
2861,New South Wales,Westfield Hurstville,-33.96611,151.105,THE HELLENIC,-33.96578418890717,151.10526382686444,Greek Restaurant
2862,New South Wales,Westfield Hurstville,-33.96611,151.105,JB Hi-Fi,-33.96581681098502,151.10546859261697,Electronics Store
2864,New South Wales,Westfield Hurstville,-33.96611,151.105,Golden Palace Bakery,-33.96712,151.10598,Bakery
2865,New South Wales,Westfield Hurstville,-33.96611,151.105,Sun Ho,-33.968671399913255,151.10325031126914,Asian Restaurant
2866,New South Wales,Westfield Hurstville,-33.96611,151.105,The Good Kitchen,-33.96738276520823,151.10568809839867,Asian Restaurant
2867,New South Wales,Westfield Hurstville,-33.96611,151.105,Jamaica Blue,-33.96650304971371,151.10381266878596,Café
2868,New South Wales,Westfield Hurstville,-33.96611,151.105,Oliver Brown,-33.965816497802734,151.1053924560547,Café
2869,New South Wales,Westfield Hurstville,-33.96611,151.105,McDonald's,-33.965821931525014,151.10548496246338,Fast Food Restaurant
2870,New South Wales,Westfield Hurstville,-33.96611,151.105,Imperial Treasure Seafood Restaurant,-33.96608731009256,151.10359582341306,Asian Restaurant
2871,New South Wales,Westfield Hurstville,-33.96611,151.105,Oporto,-33.96581396006022,151.1052605242324,Fast Food Restaurant
2873,New South Wales,Westfield Hurstville,-33.96611,151.105,Sul Ponte,-33.96644247117358,151.1037038439902,Café
2874,New South Wales,Westfield Hurstville,-33.96611,151.105,Georges Hot Bread,-33.96732329765274,151.1023743832129,Bakery
2875,New South Wales,Westfield Hurstville,-33.96611,151.105,Sunny Harbour BBQ,-33.9669323030371,151.102819985832,Asian Restaurant
2876,New South Wales,Westfield Hurstville,-33.96611,151.105,Tarocash,-33.9662397217945,151.10567904658689,Clothing Store
2877,New South Wales,Westfield Hurstville,-33.96611,151.105,Rokujuni,-33.96639436705843,151.10374515591525,Asian Restaurant
2878,New South Wales,Westfield Hurstville,-33.96611,151.105,City Beach,-33.966089,151.104605,Clothing Store
2880,New South Wales,Westfield Liverpool,-33.91972,150.92444,Coles,-33.91905919998489,150.92277751443365,Food & Drink Shop
2881,New South Wales,Westfield Liverpool,-33.91972,150.92444,Woolworths,-33.91841473726251,150.92386470144118,Food & Drink Shop
2882,New South Wales,Westfield Liverpool,-33.91972,150.92444,Myer,-33.918921206164725,150.92497662152957,Department Store
2884,New South Wales,Westfield Liverpool,-33.91972,150.92444,The Spot. Chocolate Bar,-33.925554,150.922249,Dessert Shop
2885,New South Wales,Westfield Liverpool,-33.91972,150.92444,Oliver Brown,-33.918745783333,150.9242840797593,Café
2886,New South Wales,Westfield Liverpool,-33.91972,150.92444,JB Hi-Fi,-33.91975228062415,150.9238679829294,Electronics Store
2887,New South Wales,Westfield Liverpool,-33.91972,150.92444,Al Barakeh,-33.92495833503834,150.92387393672152,Middle Eastern Restaurant
2888,New South Wales,Westfield Liverpool,-33.91972,150.92444,Gemelle Ristorante Italiano,-33.92505,150.9204,Italian Restaurant
2889,New South Wales,Westfield Liverpool,-33.91972,150.92444,7-Eleven,-33.918154416468276,150.91602822313678,Convenience Store
2890,New South Wales,Westfield Liverpool,-33.91972,150.92444,Ristretto & Co,-33.92103735781063,150.923096862919,Café
2891,New South Wales,Westfield Liverpool,-33.91972,150.92444,Macchina Espresso,-33.923836,150.92322,Café
2892,New South Wales,Westfield Liverpool,-33.91972,150.92444,Target,-33.9185327762418,150.92380301153955,Big Box Store
2893,New South Wales,Westfield Liverpool,-33.91972,150.92444,D'Roost,-33.92651,150.92124,Middle Eastern Restaurant
2894,New South Wales,Westfield Liverpool,-33.91972,150.92444,Bean Bag,-33.91903907927408,150.92315628432942,Coffee Shop
2895,New South Wales,Westfield Liverpool,-33.91972,150.92444,Anytime Fitness Liverpool,-33.917523585073205,150.92498889355917,Athletics & Sports
2896,New South Wales,Westfield Liverpool,-33.91972,150.92444,Schnitz,-33.91894516882274,150.92426583079862,Fried Chicken Joint
2897,New South Wales,Westfield Liverpool,-33.91972,150.92444,KFC,-33.919075825545114,150.92348098754883,Fast Food Restaurant
2898,New South Wales,Westfield Liverpool,-33.91972,150.92444,The Coffee Club,-33.91898988236819,150.9229748600697,Coffee Shop
2899,New South Wales,Westfield Liverpool,-33.91972,150.92444,The Comic Shop,-33.92203,150.92535,Comic Shop
2900,New South Wales,Westfield Liverpool,-33.91972,150.92444,Subway,-33.920224,150.931323,Sandwich Place
2901,New South Wales,Westfield Liverpool,-33.91972,150.92444,Nando's,-33.920178937400074,150.92371430377668,Portuguese Restaurant
2902,New South Wales,Westfield Liverpool,-33.91972,150.92444,Goodtime Burgers,-33.912434,150.923696,Burger Joint
2903,New South Wales,Westfield Liverpool,-33.91972,150.92444,Woodlands Tandoori,-33.923436,150.924582,Indian Restaurant
2904,New South Wales,Westfield Liverpool,-33.91972,150.92444,Boost Juice Bar,-33.91902183056638,150.92430062854078,Juice Bar
2905,New South Wales,Westfield Liverpool,-33.91972,150.92444,The Coffee Emporium,-33.91900907181727,150.92276051676293,Coffee Shop
2906,New South Wales,Westfield Liverpool,-33.91972,150.92444,McDonald's,-33.918822350825856,150.9244021811566,Fast Food Restaurant
2907,New South Wales,Westfield Liverpool,-33.91972,150.92444,Crunch Fitness,-33.92487625919703,150.92350842916687,Athletics & Sports
2908,New South Wales,Westfield Liverpool,-33.91972,150.92444,Oporto,-33.91884,150.924389,Fast Food Restaurant
2909,New South Wales,Westfield Liverpool,-33.91972,150.92444,Subway,-33.920340863825075,150.92362384950292,Sandwich Place
2911,New South Wales,Westfield Miranda,-34.03528,151.1,David Jones,-34.03539083384987,151.10155997258167,Department Store
2912,New South Wales,Westfield Miranda,-34.03528,151.1,Apple Miranda,-34.0345671,151.1008323,Electronics Store
2913,New South Wales,Westfield Miranda,-34.03528,151.1,eVent Cinemas,-34.03455493463314,151.10039418433175,Movie Theater
2914,New South Wales,Westfield Miranda,-34.03528,151.1,Woolworths,-34.035197144887526,151.09975804306177,Food & Drink Shop
2915,New South Wales,Westfield Miranda,-34.03528,151.1,Big W,-34.03546316001537,151.10034200319703,Department Store
2916,New South Wales,Westfield Miranda,-34.03528,151.1,Myer,-34.03476718461324,151.0992484624331,Department Store
2917,New South Wales,Westfield Miranda,-34.03528,151.1,Aldi,-34.03332528116021,151.09904703897783,Food & Drink Shop
2918,New South Wales,Westfield Miranda,-34.03528,151.1,Tradies,-34.03255817615271,151.09132947461862,Bar
2919,New South Wales,Westfield Miranda,-34.03528,151.1,Din Tai Fung,-34.03420660720148,151.10029024045124,Dumpling Restaurant
2920,New South Wales,Westfield Miranda,-34.03528,151.1,KFC,-34.033920945820036,151.0989427145142,Fast Food Restaurant
2921,New South Wales,Westfield Miranda,-34.03528,151.1,Grill'd,-34.034651022982764,151.10080083322893,Burger Joint
2922,New South Wales,Westfield Miranda,-34.03528,151.1,Bavarian Bier Cafe,-34.034294763287434,151.10071601819706,German Restaurant
2923,New South Wales,Westfield Miranda,-34.03528,151.1,Gelato Messina,-34.03438,151.09973,Dessert Shop
2924,New South Wales,Westfield Miranda,-34.03528,151.1,JB Hi-Fi,-34.03533133688731,151.10238925908806,Electronics Store
2925,New South Wales,Westfield Miranda,-34.03528,151.1,Boost Juice,-34.03528893392474,151.10233224159546,Juice Bar
2926,New South Wales,Westfield Miranda,-34.03528,151.1,Subway,-34.035068391976736,151.10272877909114,Sandwich Place
2927,New South Wales,Westfield Miranda,-34.03528,151.1,Chocolateria San Churro,-34.035406741145685,151.1024414881308,Dessert Shop
2928,New South Wales,Westfield Miranda,-34.03528,151.1,Lüneburger German Bakery,-34.035288221429404,151.10236345661087,Bakery
2929,New South Wales,Westfield Miranda,-34.03528,151.1,Miranda Hotel,-34.03426348166707,151.10130903458614,Bar
2930,New South Wales,Westfield Miranda,-34.03528,151.1,KFC,-34.03539276123047,151.1024169921875,Fast Food Restaurant
2931,New South Wales,Westfield Miranda,-34.03528,151.1,Boost Juice,-34.03516174219572,151.09987642559804,Juice Bar
2932,New South Wales,Westfield Miranda,-34.03528,151.1,Port Hacking Road - Kiora Road - The Boulevarde Intersection,-34.02960630644034,151.10572455018522,Intersection
2933,New South Wales,Westfield Miranda,-34.03528,151.1,EB Games,-34.03514966581932,151.1004514877306,Video Game Store
2934,New South Wales,Westfield Miranda,-34.03528,151.1,Luxe,-34.03420431425238,151.10044604624778,Café
2935,New South Wales,Westfield Miranda,-34.03528,151.1,Subway,-34.03215900374997,151.09982625682073,Sandwich Place
2936,New South Wales,Westfield Miranda,-34.03528,151.1,Kennys Kebab,-34.03522312187576,151.1022549388588,Middle Eastern Restaurant
2937,New South Wales,Westfield Miranda,-34.03528,151.1,Braza Churrascaria,-34.034552,151.10066,Latin American Restaurant
2939,New South Wales,Westfield Miranda,-34.03528,151.1,T2,-34.03531300908741,151.10190249730618,Tea Room
2940,New South Wales,Westfield Miranda,-34.03528,151.1,Kelly's Steak and Ribs,-34.03420564751912,151.10073629718423,Steakhouse
2941,New South Wales,Westfield Miranda,-34.03528,151.1,Fitness First,-34.034557542632264,151.104315151357,Athletics & Sports
2942,New South Wales,Westfield Miranda,-34.03528,151.1,Oporto,-34.03530163119825,151.10231772947608,Fast Food Restaurant
2943,New South Wales,Westfield Miranda,-34.03528,151.1,The Coffee Club,-34.03519168277991,151.09997400263046,Coffee Shop
2944,New South Wales,Westfield Miranda,-34.03528,151.1,Georgie Porgies Café,-34.03520090008765,151.1008946670206,Café
2945,New South Wales,Westfield Miranda,-34.03528,151.1,Zaney's,-34.035307,151.099623,Café
2947,New South Wales,Westfield Parramatta,-33.81778,151.00194,Kmart,-33.8176230353924,151.0005075473706,Department Store
2948,New South Wales,Westfield Parramatta,-33.81778,151.00194,Max Brenner Chocolate Bar,-33.81745950975652,151.00468805022223,Dessert Shop
2949,New South Wales,Westfield Parramatta,-33.81778,151.00194,Starbucks,-33.81767355969165,151.00303505305678,Coffee Shop
2951,New South Wales,Westfield Parramatta,-33.81778,151.00194,Coles,-33.81745004664013,151.00057828850888,Food & Drink Shop
2952,New South Wales,Westfield Parramatta,-33.81778,151.00194,Myer,-33.81720520222777,151.0024330850107,Department Store
2953,New South Wales,Westfield Parramatta,-33.81778,151.00194,JB Hi-Fi,-33.81692077109881,151.00154179586488,Electronics Store
2954,New South Wales,Westfield Parramatta,-33.81778,151.00194,Phoenix,-33.816997618520645,151.00337649113598,Asian Restaurant
2955,New South Wales,Westfield Parramatta,-33.81778,151.00194,eVent Cinemas,-33.81737544383073,151.00369738857097,Movie Theater
